supplier_name,invoice_date,due_date,invoice_number,total_amount,vat,currency_code,ocr_number,message,bank_giro,is_fake
Dingtrax,2016-04-20,2016-05-20,108,86683,17336,SEK,4519394222991,View invincible gainful,7010-9491,False
Dingtrax,2017-05-15,2017-06-14,121,51132,10226,SEK,8608300764265,Unbiased wriggle earth blind,7010-9491,False
MEDinix,1998-12-12,1999-01-11,17,46317,9263,SEK,8337963770605,Funny,6265-8059,False
Avamm,2000-05-01,2000-05-31,148,84769,16953,SEK,0573740517954,Pleasure land ink nasty,7223-8843,False
Volzim,2010-03-31,2010-04-30,128,90672,18134,SEK,8158492147820,Smart,6128-9344,False
Vaiajob,2014-12-22,2015-01-21,9,85923,17184,SEK,1282284878975,Phone little parallel lavish internal shiny,7973-7110,False
Nicklas Nyckel & Cykel,2001-03-05,2001-04-04,191,99363,19872,SEK,1684293033742,Tray,1523-7167,False
Guadtrans,2027-03-20,2027-04-19,189,127050,25410,SEK,9007636412260,Nonchalant blow exercise delicious boat vivacious,6139-2023,False
Sommarkollot,2023-03-31,2023-04-30,257,44466,8893,SEK,4860858323556,Rigid juvenile neck introduce jam cook certain,3570-1150,False
Condoncare,2019-11-12,2019-12-12,139,103779,20755,SEK,0907704059985,Parallel telling sign,7853-5747,False
Sommarkollot,2010-11-04,2010-12-04,106,82505,16501,SEK,9940774287781,Pretend remain shelter stitch testy plantation jumbled,3570-1150,False
Volzim,2003-07-06,2003-08-05,46,119667,23933,SEK,5629978225473,Aloof,6128-9344,False
Uniis,2002-01-31,2002-03-02,31,97881,19576,SEK,1717046668065,Waiting accessible pen rhythm obnoxious smoke numberless,4816-2408,False
Vapor Invoicing,1987-05-02,1987-06-01,86,32159,6431,SEK,0733543008425,Heartbreaking lowly art,5304-3816,False
Sommarkollot,2008-02-18,2008-03-19,73,38460,7692,SEK,5717571985419,North peaceful hypnotic suit tangy fear card license,3570-1150,False
Funholdings,1982-11-25,1982-12-25,21,87124,17424,SEK,4215726802747,Harm snore healthy muddled remember frail sincere,4197-1649,False
Prombee,1992-01-18,1992-02-17,12,151358,30271,SEK,7684922033612,Raspy coat,4183-6099,False
Scott's,2015-05-17,2015-06-16,30,106397,21279,SEK,2666966777399,Hydrant ball walk concern unbecoming,1431-7978,False
Condoncare,2017-06-25,2017-07-25,110,90285,18057,SEK,5776885179648,Inconclusive mom borrow truck pan,7853-5747,False
Fintechnology,2003-06-16,2003-07-16,205,48640,9728,SEK,7238567011407,Sort bite-sized plate,6655-8131,False
Fintexon,2002-03-02,2002-04-01,84,123468,24693,SEK,4957684767681,Second offbeat clap baby,1082-8176,False
Sälj Toppen,2021-04-06,2021-05-06,178,86165,17233,SEK,7159744639466,Nut tick slope,2199-6152,False
Cafféet,2017-02-23,2017-03-25,124,63955,12791,SEK,4639890378384,Limit daily untidy unwieldy button,4139-2648,False
Uniis,2007-11-01,2007-12-01,101,98416,19683,SEK,2695919952601,Include dear,4816-2408,False
Hyper Laser Printer Studio,1987-11-04,1987-12-04,64,20644,4128,SEK,6104746663024,Wicked cheese subsequent,5554-1742,False
Ganzbiolam,1999-05-13,1999-06-12,46,56791,11358,SEK,5065050152956,Lonely steel disastrous deserted correct dolls puny,4625-4918,False
Toys and Stuff,1993-03-08,1993-04-07,83,4172,834,SEK,1917823436641,Clear sour skate,5403-2370,False
GUBA,2013-07-09,2013-08-08,34,111451,22290,SEK,8368804017732,Woman petite tenuous lunch squealing cute,6232-4322,False
Hyper Laser Printer Studio,1991-11-13,1991-12-13,113,20422,4084,SEK,2701083073651,Aunt public things start arch woman,5554-1742,False
Unophase,1988-07-24,1988-08-23,4,107439,21487,SEK,9371104657156,Bruise effect,4878-7709,False
Faxquote,2010-10-31,2010-11-30,75,92506,18501,SEK,7085858863941,Turkey finger daffy godly voice pot new,1182-5817,False
GotteButiken.nu,2000-06-03,2000-07-03,50,47113,9422,SEK,2499938128537,Join warm smooth,4704-4664,False
Sälj Toppen,2017-04-27,2017-05-27,130,83663,16732,SEK,3252428977759,File handy bird wide-eyed tan mine,2199-6152,False
Subbam,1992-08-31,1992-09-30,99,91613,18322,SEK,6244192578878,Slippery steady disapprove immense,3105-6583,False
Scott's,2020-06-19,2020-07-19,92,114047,22809,SEK,5249485485732,Sturdy payment confused,1431-7978,False
app.thing,1990-10-13,1990-11-12,13,47194,9438,SEK,4247553469381,Talk design clap name fancy truthful allow observe,6776-6428,False
dongdexon,2001-10-05,2001-11-04,87,127279,25455,SEK,8936492614786,Obtain chance satisfying pedal,7596-4395,False
Sommarkollot,2005-06-03,2005-07-03,40,49551,9910,SEK,4095401130980,Harsh delicate button lyrical arm probable describe,3570-1150,False
MonkeyFood & CO,2012-12-08,2013-01-07,119,74155,14831,SEK,7569044898622,Coal tiresome numberless design fade form complex aloof,2053-2305,False
app.thing,2005-12-23,2006-01-22,198,75410,15082,SEK,7402059116161,Calendar fetch team,6776-6428,False
Dingtrax,2014-09-28,2014-10-28,89,53775,10755,SEK,0974864044355,Drain poor wholesale jail,7010-9491,False
Cityelectronics,1986-09-02,1986-10-02,2,104426,20885,SEK,8691006251134,Book bear,1790-1315,False
Nicklas Nyckel & Cykel,1998-07-19,1998-08-18,159,151154,30230,SEK,2136165477779,Building common pause picture sky believe,1523-7167,False
Trisgreen,1983-06-24,1983-07-24,40,92476,18495,SEK,9918860783095,Fail chalk interest quick point organic cause dime,1323-3820,False
Icedexon,2007-09-05,2007-10-05,23,92011,18402,SEK,5209930115227,Faded belief youthful rare,6880-6397,False
Y - corporation,2007-02-16,2007-03-18,105,74486,14897,SEK,2863949556426,Geese daily fog,1597-6707,False
Cogideo,1985-03-21,1985-04-20,55,94158,18831,SEK,3739041294869,Laborer relieved nimble reach draconian quiver cheer fail,1846-5740,False
Brutto,1996-08-19,1996-09-18,0,85389,17077,SEK,8636433346965,Twig raise,3242-5514,False
Ventotam,1998-10-11,1998-11-10,67,40849,8169,SEK,2083139074110,Bolt,5587-8078,False
Cleaning you!,1999-04-09,1999-05-09,155,78487,15697,SEK,9546573368191,Broad houses floor pet,5730-7621,False
Anace,2001-09-06,2001-10-06,15,125809,25161,SEK,4991791998731,Belief girls nondescript boiling tasteless,5032-2213,False
Prombee,1997-06-20,1997-07-20,78,102917,20583,SEK,9543980871735,Wide,4183-6099,False
Anize,1996-12-08,1997-01-07,18,55605,11121,SEK,9443735123781,Arrogant flight ticket,4417-7368,False
dongdexon,1995-05-10,1995-06-09,9,160629,32125,SEK,5439233661383,Lonely spotted downtown truck distance plane,7596-4395,False
Sommarkollot,2006-11-25,2006-12-25,58,77872,15574,SEK,5812829252579,Irate classy squeal cake match bikes swanky,3570-1150,False
rhyive,2003-10-01,2003-10-31,96,91830,18366,SEK,0612290057613,Garrulous brave wandering start dreary abiding sleepy,4660-8691,False
Uniis,2000-06-10,2000-07-10,11,101791,20358,SEK,5257433146165,Testy attend spotty decision,4816-2408,False
Konbetam,2020-07-12,2020-08-11,122,16819,3363,SEK,2297765306618,Berserk experience puzzling few ski,7277-9556,False
Goldin,1996-03-23,1996-04-22,62,105636,21127,SEK,9979248468585,Uninterested scorch rampant produce head live,3689-1927,False
Fintexon,2011-10-11,2011-11-10,201,123977,24795,SEK,5143336005676,Small chilly suggestion fierce,1082-8176,False
Sälj Toppen,2006-11-21,2006-12-21,3,86680,17336,SEK,6453371025136,Stomach wistful,2199-6152,False
Codetone,2000-09-06,2000-10-06,116,81081,16216,SEK,6068451541727,Lively chunky even worm,2288-8606,False
Codetone,1998-09-17,1998-10-17,92,100917,20183,SEK,0619329665738,Zoom honey communicate word wish seed dramatic,2288-8606,False
Tonlatline,2020-09-01,2020-10-01,207,78428,15685,SEK,5347439560962,Card march gun mine new,3626-3952,False
Management Consultant Shop,2012-05-25,2012-06-24,268,113120,22624,SEK,4600103578939,Testy changeable tempt bawdy resolute fork juicy,6560-7251,False
Management Consultant Shop,1991-08-14,1991-09-13,15,118331,23666,SEK,0154169958084,Wacky tangy,6560-7251,False
Tempelectrics,2003-03-25,2003-04-24,6,77209,15441,SEK,6703169492603,Zany repeat time gaping,1706-3207,False
Codetone,2004-12-14,2005-01-13,168,63483,12696,SEK,9068790300980,Fold dazzling four embarrass mate,2288-8606,False
Konbetam,2023-07-27,2023-08-26,159,49115,9823,SEK,0975463658693,Party drum fresh driving possess,7277-9556,False
Subbam,1994-08-21,1994-09-20,123,73319,14663,SEK,1742042290706,Nut extra-large page,3105-6583,False
Labhouse,1990-12-31,1991-01-30,29,88933,17786,SEK,6593959130764,Look pocket sleep spoon alert difficult notice,7903-2975,False
Fintechnology,1993-07-08,1993-08-07,84,46850,9370,SEK,3493593838836,Sugar,6655-8131,False
Icedexon,2010-08-20,2010-09-19,59,108580,21716,SEK,4728988474724,Sleepy angry scarf afterthought,6880-6397,False
Scott's,2015-10-14,2015-11-13,35,87428,17485,SEK,3759199723972,Kitty scorch gate,1431-7978,False
Volzim,2000-09-19,2000-10-19,12,106444,21288,SEK,5787726226746,Roasted warm thirsty wash,6128-9344,False
O - tinzap,2012-07-18,2012-08-17,91,126124,25224,SEK,5842986846368,Cheerful burly bat proud towering,5834-8517,False
Zotity,2000-10-07,2000-11-06,57,69742,13948,SEK,9372641543305,Useless,7048-3508,False
Lambam,2019-11-06,2019-12-06,116,73919,14783,SEK,7523709700052,Scientific rigid illustrious crazy time,7145-9697,False
Prombee,1992-06-16,1992-07-16,17,141435,28287,SEK,9132723716793,Simple price parsimonious,4183-6099,False
Triszamfan,2011-10-20,2011-11-19,57,164213,32842,SEK,4634843632821,Heal suppose rest,5884-3566,False
stimdexon,2002-04-30,2002-05-30,61,66350,13270,SEK,7023936337091,Legs sea pedal confess coordinated kind promise volatile,4614-9134,False
pyrolith,2002-04-29,2002-05-29,109,39701,7940,SEK,8706686921150,Incandescent,6747-2233,False
Dingtrax,2010-11-18,2010-12-18,42,89464,17892,SEK,3300154621818,Zinc gaze dam squash,7010-9491,False
Guadtrans,2019-06-30,2019-07-30,95,88459,17691,SEK,1961436001459,Jittery,6139-2023,False
Triszamfan,2013-06-11,2013-07-11,77,139837,27967,SEK,2486717711765,Charming,5884-3566,False
Soltech,2012-04-08,2012-05-08,244,81811,16362,SEK,8265391889806,Zany,5299-5164,False
Unophase,1991-06-09,1991-07-09,39,147189,29437,SEK,5748446208364,Brush jagged macabre pot,4878-7709,False
bamhow,2000-02-22,2000-03-23,71,47400,9480,SEK,5437107825266,Lowly wax shaky hissing,4994-4531,False
geonti,2018-10-25,2018-11-24,100,86015,17203,SEK,3552762726898,Wry hurt somber beneficial undress itchy,5643-6496,False
Lambam,2020-10-31,2020-11-30,128,54111,10822,SEK,2672803909757,Soak handy,7145-9697,False
Prombee,1992-11-13,1992-12-13,22,135240,27048,SEK,4880672990752,Careful,4183-6099,False
U - code,2001-03-26,2001-04-25,34,122208,24441,SEK,6290006955315,Careful spiky vase cap scarecrow dream exchange alluring,4297-6159,False
Faxquote,2010-06-03,2010-07-03,70,81127,16225,SEK,3919567399918,Dinosaurs lonely cap veil alert,1182-5817,False
HMD,2022-10-05,2022-11-04,139,136376,27275,SEK,0594287843876,Shirt hushed use overwrought obtain industrious agreeable,6664-8304,False
Basedrill,2001-09-29,2001-10-29,57,84573,16914,SEK,4305094353033,Bewildered start infamous borrow domineering balance,4314-7511,False
Prombee,1994-08-05,1994-09-04,43,138281,27656,SEK,8001416339133,Curly,4183-6099,False
Codetone,2002-07-28,2002-08-27,139,79490,15898,SEK,9899127790430,Bouncy test glue turkey blot inquisitive admire milky,1046-3545,True
tankix,2011-06-12,2011-07-12,9,159049,31809,SEK,0887737047712,Slim trip produce notebook,3957-4249,False
Condoncare,2015-12-03,2016-01-02,91,65210,13042,SEK,1024888122339,Flaky sad,7853-5747,False
Codetone,1996-03-31,1996-04-30,62,77802,15560,SEK,7198516453904,Obtainable wrap finger pin list grandiose moldy cook,2288-8606,False
Sälj Toppen,2020-05-11,2020-06-10,167,78274,15654,SEK,3523663580205,Influence familiar volleyball nervous groan crawl whole actually,2199-6152,False
Göstas Elfel,1998-08-06,1998-09-05,79,76134,15226,SEK,9801770044818,Horses knot shade reach,6783-2634,False
Buttler.ai,2004-07-18,2004-08-17,103,59599,11919,SEK,2192552258389,Ad hoc deeply,7383-9359,False
Lambam,2018-06-14,2018-07-14,99,47915,9583,SEK,0222735120024,Tangible wrist zoom wave lying wicked trust,7145-9697,False
app.thing,2000-04-23,2000-05-23,129,34016,6803,SEK,8188793958070,Water lively,6776-6428,False
zummaity,2011-11-14,2011-12-14,6,23189,4637,SEK,5379368193721,Hand damage warn glorious apathetic relation laugh,4852-8616,False
Hyper Laser Printer Studio,2002-02-18,2002-03-20,238,26945,5389,SEK,1389040929560,Dislike bruise rapid,5554-1742,False
Nicklas Nyckel & Cykel,1999-08-13,1999-09-12,172,111365,22273,SEK,4408619319909,Empty far,1523-7167,False
Hyper Laser Printer Studio,1993-09-03,1993-10-03,135,22223,4444,SEK,2370618073048,Dusty throat boast recognise available busy,5554-1742,False
MEDinix,1998-02-15,1998-03-17,7,48787,9757,SEK,8594325237984,Rest cook current silver bore tacky test dirt,6265-8059,False
MoneyMakers AB,1994-09-01,1994-10-01,44,105007,21001,SEK,0534667613770,Obedient nondescript stone,3366-1125,False
Faxquote,2009-11-05,2009-12-05,63,81602,16320,SEK,1814049117198,Observation bubble merciful stupid handsome heat offer bloody,1182-5817,False
Codetone,2008-11-23,2008-12-23,216,65264,13052,SEK,5836794776445,Toothpaste circle tramp carriage prickly look,2288-8606,False
stimdexon,1998-09-18,1998-10-18,17,68662,13732,SEK,8598969256085,Yummy heal large existence probable,4614-9134,False
Avamm,1993-02-07,1993-03-09,60,86840,17368,SEK,9173310430729,Farm hum knowing,7223-8843,False
Sälj Toppen,2013-09-15,2013-10-15,86,87355,17471,SEK,1943153788112,Gamy,2199-6152,False
geonti,2019-07-22,2019-08-21,109,102111,20422,SEK,8487991292682,Shallow sneeze alive blushing guttural grandmother,5643-6496,False
Sommarkollot,2020-06-14,2020-07-14,223,54631,10926,SEK,2471474605053,Interesting scale command volleyball,3570-1150,False
Iszataxon,2004-12-25,2005-01-24,73,71042,14208,SEK,8025245696108,Cute overjoyed breakable telephone frog plucky thoughtless understood,2687-7910,False
latech,2011-08-16,2011-09-15,43,56764,11352,SEK,3530072318325,Tawdry alert crime selfish,4539-3956,False
geonti,2016-09-05,2016-10-05,74,95179,19035,SEK,7141761705750,Underwear,5643-6496,False
Faxquote,2009-03-10,2009-04-09,55,79614,15922,SEK,9382283508458,Peaceful name employ inform mug,1182-5817,False
dongdexon,2003-07-27,2003-08-26,109,143349,28669,SEK,2069225516932,Building gentle dusty curve hand obscene,7596-4395,False
Buttler.ai,2006-01-09,2006-02-08,121,55221,11044,SEK,0497787086485,Eggs puzzling,7383-9359,False
Målarstugan,2010-04-22,2010-05-22,79,48865,9773,SEK,6799333284132,Label puzzling lively fill flower form,2673-2214,False
GUBA,2021-08-26,2021-09-25,133,105355,21071,SEK,3621626357792,Old-fashioned dreary float punishment,6232-4322,False
Soltech,2007-07-04,2007-08-03,186,79071,15814,SEK,7420752141245,Fluffy truculent obey drop,5299-5164,False
GotteButiken.nu,2001-08-27,2001-09-26,65,43897,8779,SEK,1962601820004,Scattered curved wing detailed,4704-4664,False
Fintexon,2000-03-12,2000-04-11,60,99540,19908,SEK,8588948868894,Typical,2778-8934,True
O - tinzap,2018-09-15,2018-10-15,166,131524,26304,SEK,9198672067462,Bucket move whistle aunt bone country humdrum foot,5834-8517,False
Basedrill,1999-11-09,1999-12-09,34,69880,13976,SEK,7150449181805,Ill-fated example clear friends disarm separate,4314-7511,False
GotteButiken.nu,2012-08-29,2012-09-28,199,2675580,8918,SEK,1640657327906,Sable adhesive agree pump introduce jelly oranges,4704-4664,True
Triszamfan,2012-02-17,2012-03-18,61,146709,29341,SEK,1030877339172,Escape aromatic rotten lighten,5884-3566,False
Nicklas Nyckel & Cykel,2002-12-25,2003-01-24,213,143435,28687,SEK,2150127611185,Interrupt,1523-7167,False
Ganzbiolam,2005-03-12,2005-04-11,117,73637,14727,SEK,6683590062557,Direful dog sheet workable multiply,4625-4918,False
GUBA,2029-05-16,2029-06-15,227,129312,25862,SEK,9681635938630,Smoke sneeze tub cellar broken equal well-made theory,6232-4322,False
Ontosailit,2026-02-27,2026-03-29,195,21438,4287,SEK,0294464470714,Tall,3070-8812,False
Fintexon,2005-08-13,2005-09-12,126,88923,17784,SEK,4613554411898,Decorate visit talented dirt,1082-8176,False
Volzim,2006-12-17,2007-01-16,88,142881,28576,SEK,3456259797224,Late interesting trust waste statuesque toothsome dysfunctional,6128-9344,False
Unophase,1989-12-16,1990-01-15,21,132671,26534,SEK,2275789850951,Large well-made tub ajar,4878-7709,False
Lambam,2015-11-27,2015-12-27,68,45465,9093,SEK,7245400522748,Obtainable clever cumbersome,7145-9697,False
Tonlatline,2022-06-23,2022-07-23,229,117809,23561,SEK,0600236324148,Coil,3626-3952,False
Codetone,2000-03-10,2000-04-09,110,52288,10457,SEK,8981260388353,Disturbed,2288-8606,False
Ganzbiolam,2007-01-31,2007-03-02,140,6884,1376,SEK,7782214913002,Tacky meal park grandfather dress confused,4625-4918,False
Iszataxon,2006-09-16,2006-10-16,94,91748,18349,SEK,2733741117604,Oceanic beam carve volcano,2687-7910,False
Fintexon,2007-06-04,2007-07-04,148,90988,18197,SEK,3827816959772,Agonizing employ sky numerous rate serve,1082-8176,False
Hyper Laser Printer Studio,2004-10-05,2004-11-04,270,30104,6020,SEK,2386052838043,Hat umbrella steady quill record agree,5554-1742,False
Toys and Stuff,1990-07-22,1990-08-21,51,5991,1198,SEK,4849444977850,Fish mark functional spectacular sneeze aloof trouble,5403-2370,False
Vapor Invoicing,1986-12-03,1987-01-02,81,8289,1657,SEK,5725635507269,Eatable salty icky,5304-3816,False
Ganzbiolam,1995-10-31,1995-11-30,3,24300,4860,SEK,5804269746327,Guitar cook,4625-4918,False
Fintechnology,1997-12-14,1998-01-13,138,59455,11891,SEK,1563404204774,Amusement five communicate partner time luxuriant hurry,6655-8131,False
Avamm,1997-02-16,1997-03-18,109,82826,16565,SEK,8582005263800,Haunt immense unwieldy suffer handsomely turkey tricky carriage,7223-8843,False
Prombee,1994-04-07,1994-05-07,39,134964,26992,SEK,9141969281347,Trick honey approve imminent low nation spotty,4183-6099,False
MonkeyFood & CO,2014-06-01,2014-07-01,137,78509,15701,SEK,6348644993336,Stir please camp force arrive provide many exclusive,2053-2305,False
Subbam,1994-02-22,1994-03-24,117,90845,18169,SEK,7436817655235,Snore fear wave unknown terrific,3105-6583,False
app.thing,1999-05-29,1999-06-28,118,68014,13602,SEK,9396831425247,Next auspicious deep purpose heady many yellow,6776-6428,False
Prombee,1996-09-23,1996-10-23,69,120727,24145,SEK,6880411483729,One kneel part tested,4183-6099,False
Iszataxon,1999-06-25,1999-07-25,6,65868,13173,SEK,1115832241421,Jar protest profuse tightfisted dull harmony,2687-7910,False
GotteButiken.nu,2010-06-11,2010-07-11,172,47361,9472,SEK,0275493628471,Questionable hammer axiomatic peck,4704-4664,False
Soltech,1998-07-21,1998-08-20,77,77725,15545,SEK,8720123948700,Tumble hook polish smash flawless honey material watch,5299-5164,False
Asfalt och Betong,2003-02-04,2003-03-06,32,120518,24103,SEK,7396152140559,Shaggy abrasive feeble fetch history unlock,1445-1819,False
latech,2010-05-23,2010-06-22,28,73600,14720,SEK,1821164993790,Hurt,4539-3956,False
Invoicing Bit,2011-08-20,2011-09-19,8,115075,23015,SEK,1099010822071,Eager laughable,4466-9190,False
Sommarkollot,2014-07-16,2014-08-15,151,31569,6313,SEK,1274431238005,Box nonchalant appliance sneeze economic,3570-1150,False
Basedrill,1997-07-22,1997-08-21,6,73532,14706,SEK,8542125027220,Scrub use bashful normal cough detailed brass,4314-7511,False
U - code,2003-08-13,2003-09-12,63,88246,17649,SEK,3368191255916,Twig allow cover bag caring sense baby,4297-6159,False
HMD,2014-02-19,2014-03-21,34,79594,15918,SEK,7998059197598,Male ill taste freezing last plant lunchroom aboriginal,6664-8304,False
Fintechnology,1993-01-09,1993-02-08,78,56433,11286,SEK,3825529599281,Blood step,6655-8131,False
Cogideo,1983-10-28,1983-11-27,38,62799,12559,SEK,7402328085932,Refuse lettuce clip,1846-5740,False
GUBA,2027-10-24,2027-11-23,208,123183,24636,SEK,4810530042777,Wax fork loss empty,6232-4322,False
Faxquote,2011-03-30,2011-04-29,80,83170,16634,SEK,2488523300445,Deeply question kind lie sigh,1182-5817,False
Gerdas Gardin Sax och Lax,2021-06-17,2021-07-17,173,54981,10996,SEK,9029468996202,Regular new farm committee thick pastoral perform wholesale,2090-3571,False
Guadtrans,2025-09-26,2025-10-26,171,109351,21870,SEK,4519346735934,Downtown,6139-2023,False
dElia,2014-02-25,2014-03-27,5,60446,12089,SEK,8132058745624,Obsequious squeal,4805-5313,False
Soltech,2013-09-30,2013-10-30,262,80583,16116,SEK,3426898735570,Root spy tranquil request refuse number utopian,5299-5164,False
Fintexon,2010-09-16,2010-10-16,188,127926,25585,SEK,1172538038684,Calculate,1082-8176,False
pyrolith,1995-06-05,1995-07-05,25,43733,8746,SEK,6426138026126,Majestic,6747-2233,False
zummaity,2011-08-16,2011-09-15,3,28502,5700,SEK,7379740290763,Nerve unruly smell coach,4852-8616,False
Nicklas Nyckel & Cykel,1987-06-17,1987-07-17,24,122074,24414,SEK,2794047522228,Selection toothbrush receive,1523-7167,False
U - code,2001-11-21,2001-12-21,42,126830,25366,SEK,3777005415039,Careful pear noxious,4297-6159,False
Konkity,2022-03-22,2022-04-21,107,26910,5382,SEK,5429639620802,Close rate cut pretend faded amount front,2160-2248,False
Konbetam,2019-02-18,2019-03-20,105,16580,3316,SEK,2779291996574,Quickest liquid hypnotic whole homely terrific reach release,7277-9556,False
GotteButiken.nu,2010-05-12,2010-06-11,171,45091,9018,SEK,1988025780300,Knot towering mourn,4704-4664,True
Goldin,1995-06-27,1995-07-27,53,125050,25010,SEK,2126653096488,Rabbits outgoing hair far ants stimulating sky bewildered,3689-1927,False
Toys and Stuff,1986-08-12,1986-09-11,3,3642,728,SEK,4479066755184,Industry cannon clumsy far,5403-2370,False
MEDinix,1999-02-10,1999-03-12,19,47171,9434,SEK,6108949309319,Ratty ignore follow quaint tank woebegone tasty,6265-8059,False
U - code,2008-05-18,2008-06-17,121,84777,16955,SEK,3139593426805,Notice smell hollow changeable used rock borrow,4297-6159,False
Soltech,2001-08-04,2001-09-03,114,74680,14936,SEK,4607884185826,Cry short freezing numerous little,5299-5164,False
Labhouse,1991-04-30,1991-05-30,33,96271,19254,SEK,5661294645498,Unite bee observation,7903-2975,False
Yakilium,1996-09-19,1996-10-19,5,38615,7723,SEK,8366826233600,Neighborly stretch plant witty,4411-2290,False
haytom,2011-09-13,2011-10-13,71,94095,18819,SEK,2663904546127,Subdued coast waves button fax gate cart,5669-6982,False
Gerdas Gardin Sax och Lax,2015-03-21,2015-04-20,97,55321,11064,SEK,9042062767028,Cowardly donkey squirrel jam unfasten bike,2090-3571,False
All You Need - Construction,1990-06-13,1990-07-13,59,16772,3354,SEK,5447468235930,Sincere giants,1513-3077,False
EAcee,2015-04-17,2015-05-17,116,24621,4924,SEK,8192075225869,Shirt mess up alert hilarious,5561-2261,False
app.thing,1994-04-25,1994-05-25,56,76156,15231,SEK,1492527732455,Rub hand allow loutish,6776-6428,False
Management Consultant Shop,2011-06-30,2011-07-30,257,123706,24741,SEK,0328266226278,Sniff,6560-7251,False
MonkeyFood & CO,2005-07-18,2005-08-17,29,73268,14653,SEK,1122800243769,Depressed busy,2053-2305,False
Fintechnology,1992-08-12,1992-09-11,73,42856,8571,SEK,2126733675699,Fascinated,6655-8131,False
Cafféet,2010-03-02,2010-04-01,39,63305,12661,SEK,6035588747881,Argument chunky blue-eyed distance record second pastoral,4139-2648,False
pyrolith,1997-09-22,1997-10-22,53,47158,9431,SEK,0619034625209,Linen enthusiastic optimal skin scarecrow weary,6747-2233,False
Konbetam,2024-05-22,2024-06-21,169,14382,2876,SEK,4765790524312,Squealing cracker,7277-9556,False
GUBA,2024-03-13,2024-04-12,164,112742,22548,SEK,2066916282428,Wary,6232-4322,False
Sommarkollot,2023-05-30,2023-06-29,259,45794,9158,SEK,1145898634359,Drown abashed,3570-1150,False
Dingtrax,2017-04-15,2017-05-15,120,93817,18763,SEK,5745146165134,Lying puny understood sneaky,7010-9491,False
Goldredcan,2007-12-30,2008-01-29,40,121172,24234,SEK,2403373369119,Marvelous,4362-7363,False
Condoncare,2012-12-18,2013-01-17,55,109779,21955,SEK,6822165672529,Uncle,7853-5747,False
Cleaning you!,1997-12-15,1998-01-14,139,84778,16955,SEK,0299485118523,Reflect jellyfish alluring carriage acceptable,5730-7621,False
tankix,2012-02-07,2012-03-08,17,134390,26878,SEK,4939292915076,Remind excellent skinny,3957-4249,False
Soltech,2010-03-20,2010-04-19,219,79518,15903,SEK,1533243399754,Grate,5299-5164,False
Management Consultant Shop,1995-10-22,1995-11-21,66,116581,23316,SEK,2823187289825,Religion six waiting,6560-7251,False
stimdexon,2013-01-02,2013-02-01,191,68725,13745,SEK,6198560738615,Confuse needless vegetable itch,4614-9134,False
Gerdas Gardin Sax och Lax,2013-06-29,2013-07-29,76,55157,11031,SEK,5027362321570,Route control various suggestion repeat,2090-3571,False
Sommarkollot,2006-03-30,2006-04-29,50,71664,14332,SEK,0635732529626,Meat aggressive ship sack afterthought sign record uncovered,3570-1150,False
Hyper Laser Printer Studio,1998-09-07,1998-10-07,196,29125,5825,SEK,9910591064119,Strip succeed trust hypnotic clear overt delightful,5554-1742,False
Ontosailit,2018-08-08,2018-09-07,103,42548,8509,SEK,8906989449830,Bite glass command wacky living long dad fool,3070-8812,False
haytom,2014-01-30,2014-03-01,100,113547,22709,SEK,0620735275138,Poke phone,5669-6982,False
Funholdings,1987-06-02,1987-07-02,76,79240,15848,SEK,7341858645717,Angry,4197-1649,False
stimdexon,2000-04-10,2000-05-10,36,67924,13584,SEK,0750457666253,Quiet male fancy pause misty punish slow legs,4614-9134,False
Goldredcan,2008-07-27,2008-08-26,47,88211,17642,SEK,8406296805535,Thread rub trite mushy incandescent oranges,4362-7363,False
bamhow,1995-11-15,1995-12-15,19,65339,13067,SEK,8843895604143,Bubble,4994-4531,False
Condoncare,2017-09-23,2017-10-23,113,107947,21589,SEK,4993598856583,Van scared challenge disappear shiver dry,7853-5747,False
Blå Boden,1993-02-13,1993-03-15,129,80120,16024,SEK,4517909809831,Contain,7301-1520,False
stimdexon,2012-04-07,2012-05-07,182,71059,14211,SEK,4755184909690,Scary prose,4614-9134,False
Subbam,1995-11-14,1995-12-14,138,64203,12840,SEK,5242385694024,Night,3105-6583,False
Cogideo,1993-09-05,1993-10-05,158,50137,10027,SEK,5899873176119,Groan halting,1846-5740,False
Dev Invoicing,2004-11-08,2004-12-08,45,77394,15478,SEK,5022341959384,Agreeable substantial grain current ghost pail foolish extra-small,1256-4209,False
Brutto,1998-03-12,1998-04-11,19,93580,18716,SEK,4730927591196,Tense male increase guide,3242-5514,False
Göstas Elfel,1993-04-04,1993-05-04,14,43449,8689,SEK,9486403269386,Chivalrous pass devilish miss ambitious relation voyage ashamed,6783-2634,False
Cityelectronics,1989-02-18,1989-03-20,32,104379,20875,SEK,1328065407128,Toothsome belligerent ahead employ futuristic shaggy square,1790-1315,False
Subbam,1988-07-23,1988-08-22,49,72390,14478,SEK,7585646389257,Wild clear eminent answer,3105-6583,False
Hyper Laser Printer Studio,1997-07-14,1997-08-13,182,18781,3756,SEK,2046537152267,Store year rich snakes,5554-1742,False
MEDinix,2010-01-13,2010-02-12,152,48219,9643,SEK,3967498212395,Memory amusement,6265-8059,False
